PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/HAR/26/00169,Wirecom India Pvt. Ltd,2025-05-16,PPR/HAR/26/00494,2025-06-07,0.0,22.0,>15 days,2025-06
PO/HAR/26/00170,RUPAL PLASTICS PVT LTD,2025-06-01,PPR/HAR/26/00616,2025-06-26,0.0,25.0,>15 days,2025-06
PO/HAR/26/00171,AUTOTEK CABLES PVT.LTD.,2025-05-20,PPR/HAR/26/00438,2025-05-31,0.0,11.0,≤15 days,2025-05
PO/HAR/26/00172,D.R.POLYMERS PVT.LTD.,2025-06-01,PPR/HAR/26/00513,2025-06-16,0.0,15.0,≤15 days,2025-06
PO/HAR/26/00173,Veda Excom Pvt Ltd,2025-05-21,NAN,,4000.0,,No Receipt,NaT
PO/HAR/26/00174,GAIN ELECTRONICS,2025-05-21,PPR/HAR/26/00692,2025-07-01,0.0,41.0,>15 days,2025-07
PO/HAR/26/00175,Zenith Spray & Aerosols (P) Ltd,2025-05-21,PPR/HAR/26/00416,2025-05-27,0.0,6.0,≤15 days,2025-05
PO/HAR/26/00176,Wirecom India Pvt. Ltd,2025-05-21,PPR/HAR/26/00430,2025-05-27,490000.0,6.0,≤15 days,2025-05
PO/HAR/26/00177,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-05-21,PPR/HAR/26/00758,2025-06-16,97955.0,26.0,>15 days,2025-06
PO/HAR/26/00178,SRI MADHAV PACKERS,2025-05-21,NAN,,400.0,,No Receipt,NaT
PO/HAR/26/00179,Shiv Mahima Enterprises,2025-05-21,NAN,,4000.0,,No Receipt,NaT
PO/HAR/26/00180,SHREE BALAJI PRINTERS,2025-05-21,NAN,,10000.0,,No Receipt,NaT
PO/HAR/26/00181,ANMOL CORRUPACK PVT LTD,2025-05-21,PPR/HAR/26/00273,2025-05-17,0.0,-4.0,No Receipt,2025-05
PO/HAR/26/00182,Dev Packaging,2025-05-21,PPR/HAR/26/00305,2025-05-19,0.0,-2.0,No Receipt,2025-05
PO/HAR/26/00183,TOTAL POLY PRINT PRIVATE LIMITED,2025-05-21,PPR/HAR/26/00448,2025-05-31,370126.0,10.0,≤15 days,2025-05
PO/HAR/26/00184,KANKAI ENTERPRISES,2025-05-21,PPR/HAR/26/00741,2025-06-10,312100.0,20.0,>15 days,2025-06
PO/HAR/26/00185,SUNRISE POLYMER,2025-05-21,PPR/HAR/26/00374,2025-05-24,50.0,3.0,≤15 days,2025-05
PO/HAR/26/00186,Shree Ganesh Engineering Works,2025-05-21,NAN,,2000.0,,No Receipt,NaT
PO/HAR/26/00187,KHUSHAL FASTENERS,2025-05-21,NAN,,1500.0,,No Receipt,NaT
PO/HAR/26/00188,RAJAN ELETRICALS,2025-05-21,PPR/HAR/26/00497,2025-06-03,12600.0,13.0,≤15 days,2025-06
PO/HAR/26/00189,MIREN ENTERPRISE,2025-06-01,PPR/HAR/26/00689,2025-06-27,1387.8,26.0,>15 days,2025-06
PO/HAR/26/00190,NECTAR BRASS INDUSTRIES,2025-06-01,PPR/HAR/26/00548,2025-06-10,0.0,9.0,≤15 days,2025-06
PO/HAR/26/00191,Veda Excom Pvt Ltd,2025-06-01,PPR/HAR/26/00705,2025-07-02,104.4,31.0,>15 days,2025-07
PO/HAR/26/00192,BNB ENTERPRISE,2025-06-01,PPR/HAR/26/00660,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00193,Venus Industries,2025-06-01,PPR/HAR/26/00668,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00194,K.R.Industries,2025-06-01,PPR/HAR/26/00580,2025-06-13,0.0,12.0,≤15 days,2025-06
PO/HAR/26/00195,HITECH SCREWS & RIVETS,2025-06-01,PPR/HAR/26/00691,2025-06-30,0.0,29.0,>15 days,2025-06
PO/HAR/26/00196,VIMALNATH BRASS INDUSTRIES,2025-06-01,PPR/HAR/26/00643,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00197,P.P.ASSEMBLING,2025-06-01,PPR/HAR/26/00585,2025-06-10,0.0,9.0,≤15 days,2025-06
PO/HAR/26/00198,SAI PRASAD ELECTRIC WORKS,2025-06-01,PPR/HAR/26/00567,2025-06-10,0.0,9.0,≤15 days,2025-06
PO/HAR/26/00199,J.N.ELECTRICALS,2025-06-01,PPR/HAR/26/00588,2025-06-11,0.0,10.0,≤15 days,2025-06
PO/HAR/26/00200,ASHOK DIES WORKS,2025-06-01,PPR/HAR/26/00625,2025-06-24,0.0,23.0,>15 days,2025-06
PO/HAR/26/00201,SIDDHISAI INDUSTRIES,2025-06-01,PPR/HAR/26/00647,2025-06-19,200.0,18.0,>15 days,2025-06
PO/HAR/26/00202,RAJESHREE INDUSTRIES,2025-06-01,PPR/HAR/26/00739,2025-06-12,0.0,11.0,≤15 days,2025-06
PO/HAR/26/00203,DURGESH METAL FINISHING WORKS,2025-06-01,PPR/HAR/26/00633,2025-06-23,52000.0,22.0,>15 days,2025-06
PO/HAR/26/00204,R S ENTERPRISES,2025-06-01,PPR/HAR/26/00703,2025-07-01,46896.0,30.0,>15 days,2025-07
PO/HAR/26/00205,STREAMLINE OVERSEAS,2025-06-01,PPR/HAR/26/00642,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00206,BRS ELECTRONICS,2025-06-01,PPR/HAR/26/00690,2025-06-27,17250.0,26.0,>15 days,2025-06
PO/HAR/26/00207,PRAGATI ENTERPRISES,2025-06-01,PPR/HAR/26/00724,2025-07-07,0.0,36.0,>15 days,2025-07
PO/HAR/26/00208,RAJAN ELETRICALS,2025-06-01,PPR/HAR/26/00693,2025-07-01,0.0,30.0,>15 days,2025-07
PO/HAR/26/00209,LALIT ENTERPRISES,2025-06-01,PPR/HAR/26/00621,2025-06-24,0.0,23.0,>15 days,2025-06
PO/HAR/26/00210,Acer Industries,2025-06-01,PPR/HAR/26/00578,2025-06-07,500.0,6.0,≤15 days,2025-06
PO/HAR/26/00211,PAARTH INDUSTRIES,2025-06-01,PPR/HAR/26/00626,2025-06-26,100000.0,25.0,>15 days,2025-06
PO/HAR/26/00212,G R INDUSTRIES,2025-06-01,PPR/HAR/26/00564,2025-06-17,0.0,16.0,>15 days,2025-06
PO/HAR/26/00213,C.KOTHARI & CO.,2025-06-01,PPR/HAR/26/00623,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00214,Wirecom India Pvt. Ltd,2025-06-01,PPR/HAR/26/01206,2025-08-31,0.0,91.0,>15 days,2025-08
PO/HAR/26/00215,PLATINUM INDUSTRIES,2025-06-01,PPR/HAR/26/00704,2025-07-02,51400.0,31.0,>15 days,2025-07
PO/HAR/26/00216,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-06-01,PPR/HAR/26/02890,2025-10-31,138067.0,152.0,>15 days,2025-10
PO/HAR/26/00217,SRI MADHAV PACKERS,2025-06-01,PPR/HAR/26/00656,2025-06-26,30329.8,25.0,>15 days,2025-06
PO/HAR/26/00218,Kuloday Compu Forms,2025-06-01,PPR/HAR/26/00561,2025-06-17,0.0,16.0,>15 days,2025-06
PO/HAR/26/00219,Shiv Mahima Enterprises,2025-06-01,PPR/HAR/26/00628,2025-06-26,3850.0,25.0,>15 days,2025-06
PO/HAR/26/00220,Dev Packaging,2025-06-01,PPR/HAR/26/00947,2025-08-06,13000.0,66.0,>15 days,2025-08
PO/HAR/26/00221,SHREE BALAJI PRINTERS,2025-06-01,NAN,,13000.0,,No Receipt,NaT
PO/HAR/26/00222,TOTAL POLY PRINT PRIVATE LIMITED,2025-06-01,PPR/HAR/26/00755,2025-06-16,200290.0,15.0,≤15 days,2025-06
PO/HAR/26/00223,KANKAI ENTERPRISES,2025-06-01,PPR/HAR/26/00570,2025-06-10,0.0,9.0,≤15 days,2025-06
PO/HAR/26/00224,REPRO POLYTECH,2025-06-01,PPR/HAR/26/00507,2025-06-03,0.0,2.0,≤15 days,2025-06
PO/HAR/26/00225,VENUS COLOURANTS,2025-06-01,PPR/HAR/26/00559,2025-06-10,0.0,9.0,≤15 days,2025-06
PO/HAR/26/00226,SUNRISE POLYMER,2025-06-01,PPR/HAR/26/00631,2025-06-23,0.0,22.0,>15 days,2025-06
PO/HAR/26/00227,PANKAJ POLYMERS,2025-06-01,PPR/HAR/26/00609,2025-06-03,0.0,2.0,≤15 days,2025-06
PO/HAR/26/00228,VARAHI MATA ENTERPRISE,2025-06-01,PPR/HAR/26/00611,2025-06-12,0.0,11.0,≤15 days,2025-06
PO/HAR/26/00229,D.R.POLYMERS PVT.LTD.,2025-06-01,PPR/HAR/26/00514,2025-06-14,0.0,13.0,≤15 days,2025-06
PO/HAR/26/00230,Shree Ganesh Engineering Works,2025-06-01,PPR/HAR/26/00825,2025-07-31,115.0,60.0,>15 days,2025-07
PO/HAR/26/00231,M.R.ELECTRONICS,2025-06-01,PPR/HAR/26/00676,2025-06-24,4400.0,23.0,>15 days,2025-06
PO/HAR/26/00232,JAI AMBE ENTERPRISE,2025-06-01,PPR/HAR/26/00727,2025-07-07,0.0,36.0,>15 days,2025-07
PO/HAR/26/00233,ARCHANA ENTERPRISES,2025-06-01,PPR/HAR/26/00701,2025-07-01,0.0,30.0,>15 days,2025-07
PO/HAR/26/00234,GLOBAL STAR COMPONENTS PRIVATE LIMITED,2025-06-01,PPR/HAR/26/00620,2025-06-24,0.0,23.0,>15 days,2025-06
PO/HAR/26/00235,Unnati Spring Technology,2025-06-01,PPR/HAR/26/00635,2025-06-19,30000.0,18.0,>15 days,2025-06
PO/HAR/26/00236,ANSHIKA ENTERPRISES,2025-06-01,PPR/HAR/26/00525,2025-06-07,0.0,6.0,≤15 days,2025-06
PO/HAR/26/00237,ANMOL CORRUPACK PVT LTD,2025-06-01,PPR/HAR/26/00685,2025-06-30,8.0,29.0,>15 days,2025-06
PO/HAR/26/00238,RIYANSH PACKAGING,2025-06-01,NAN,,300.0,,No Receipt,NaT
PO/HAR/26/00239,SBGI,2025-06-01,PPR/HAR/26/00672,2025-06-21,315.0,20.0,>15 days,2025-06
PO/HAR/26/00240,SWAROOP CERAMIC,2025-06-01,PPR/HAR/26/00709,2025-07-03,0.0,32.0,>15 days,2025-07
PO/HAR/26/00241,KHUSHAL FASTENERS,2025-06-01,PPR/HAR/26/00695,2025-07-01,5400.0,30.0,>15 days,2025-07
PO/HAR/26/00242,Swastik Enterprises,2025-06-01,PPR/HAR/26/01004,2025-08-08,2400.0,68.0,>15 days,2025-08
PO/HAR/26/00243,PLATINUM INDUSTRIES,2025-05-23,PPR/HAR/26/00404,2025-04-30,0.0,-23.0,No Receipt,2025-04
PO/HAR/26/00244,PLATINUM INDUSTRIES,2025-05-23,PPR/HAR/26/00753,2025-06-16,0.0,24.0,>15 days,2025-06
PO/HAR/26/00245,D.R.POLYMERS PVT.LTD.,2025-06-01,PPR/HAR/26/00516,2025-06-11,0.0,10.0,≤15 days,2025-06
PO/HAR/26/00246,D.R.POLYMERS PVT.LTD.,2025-07-01,PPR/HAR/26/00768,2025-07-03,1000.0,2.0,≤15 days,2025-07
PO/HAR/26/00247,D.R.POLYMERS PVT.LTD.,2025-06-01,PPR/HAR/26/00523,2025-06-19,0.0,18.0,>15 days,2025-06
PO/HAR/26/00248,AUTOTEK CABLES PVT.LTD.,2025-06-03,PPR/HAR/26/00488,2025-06-04,0.0,1.0,≤15 days,2025-06
PO/HAR/26/00249,AUTOTEK CABLES PVT.LTD.,2025-06-07,PPR/HAR/26/00492,2025-06-11,0.0,4.0,≤15 days,2025-06
PO/HAR/26/00250,AUTOTEK CABLES PVT.LTD.,2025-06-10,PPR/HAR/26/00520,2025-06-18,387.7,8.0,≤15 days,2025-06
PO/HAR/26/00251,AUTOTEK CABLES PVT.LTD.,2025-06-14,PPR/HAR/26/00524,2025-06-19,8.5,5.0,≤15 days,2025-06
PO/HAR/26/00252,Ramaya Packaging,2025-06-01,PPR/HAR/26/00607,2025-06-12,0.0,11.0,≤15 days,2025-06
PO/HAR/26/00253,Ramaya Packaging,2025-06-01,NAN,,0.0,,No Receipt,NaT
PO/HAR/26/00254,KONNARK POLYMER PRIVATE LIMITED,2025-06-01,PPR/HAR/26/00506,2025-06-17,0.0,16.0,>15 days,2025-06
PO/HAR/26/00255,Matrix Technologies,2025-05-31,PPR/HAR/26/00468,2025-05-14,0.0,-17.0,No Receipt,2025-05
PO/HAR/26/00256,TIRUPATI SALES CORPORATION,2025-05-31,PPR/HAR/26/00467,2025-05-21,0.0,-10.0,No Receipt,2025-05
PO/HAR/26/00257,SBGI,2025-05-31,PPR/HAR/26/00464,2025-05-14,0.0,-17.0,No Receipt,2025-05
PO/HAR/26/00258,Kuloday Compu Forms,2025-05-31,PPR/HAR/26/00461,2025-05-26,0.0,-5.0,No Receipt,2025-05
PO/HAR/26/00259,Shiv Mahima Enterprises,2025-05-31,PPR/HAR/26/00484,2025-05-28,2200.0,-3.0,No Receipt,2025-05
PO/HAR/26/00260,TWOBROS AND CO,2025-05-31,PPR/HAR/26/00460,2025-05-29,0.0,-2.0,No Receipt,2025-05
PO/HAR/26/00261,Wirecom India Pvt. Ltd,2025-05-31,PPR/HAR/26/01625,2025-09-27,0.0,119.0,>15 days,2025-09
PO/HAR/26/00262,KHUSHAL FASTENERS,2025-05-31,PPR/HAR/26/00457,2025-05-29,0.0,-2.0,No Receipt,2025-05
PO/HAR/26/00263,PLATINUM INDUSTRIES,2025-05-31,PPR/HAR/26/00471,2025-05-29,0.0,-2.0,No Receipt,2025-05
PO/HAR/26/00264,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-05-31,PPR/HAR/26/00485,2025-05-31,1582.0,0.0,≤15 days,2025-05
PO/HAR/26/00265,D.R.POLYMERS PVT.LTD.,2025-06-05,NAN,,1575.0,,No Receipt,NaT
PO/HAR/26/00266,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-06-10,PPR/HAR/26/01002,2025-08-08,0.0,59.0,>15 days,2025-08
PO/HAR/26/00267,Matrix Technologies,2025-06-10,PPR/HAR/26/00711,2025-07-04,0.0,24.0,>15 days,2025-07
PO/HAR/26/00268,G.KHANNA & CO.,2025-07-01,NAN,,3000.0,,No Receipt,NaT
PO/HAR/26/00269,Jagdamba Industries,2025-06-12,NAN,,1000.0,,No Receipt,NaT
PO/HAR/26/00270,Kuloday Compu Forms,2025-06-12,NAN,,100000.0,,No Receipt,NaT
PO/HAR/26/00271,Shiv Mahima Enterprises,2025-06-12,PPR/HAR/26/01192,2025-08-31,450.0,80.0,>15 days,2025-08
PO/HAR/26/00272,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-06-12,PPR/HAR/26/00979,2025-08-07,50487.0,56.0,>15 days,2025-08
PO/HAR/26/00273,SBGI,2025-06-12,PPR/HAR/26/00673,2025-06-21,218.0,9.0,≤15 days,2025-06
PO/HAR/26/00274,TOTAL POLY PRINT PRIVATE LIMITED,2025-06-12,NAN,,30000.0,,No Receipt,NaT
PO/HAR/26/00275,SULOCHANA ORGANIC (P) LTD,2025-06-12,PPR/HAR/26/00663,2025-06-20,775.0,8.0,≤15 days,2025-06
PO/HAR/26/00276,SHREE BALAJI PRINTERS,2025-06-12,PPR/HAR/26/00646,2025-06-24,1200.0,12.0,≤15 days,2025-06
PO/HAR/26/00277,KANKAI ENTERPRISES,2025-06-12,PPR/HAR/26/00976,2025-08-06,0.0,55.0,>15 days,2025-08
PO/HAR/26/00278,GEO-BOND ADHESIVES,2025-06-12,PPR/HAR/26/00707,2025-07-01,0.0,19.0,>15 days,2025-07
PO/HAR/26/00279,SRI DURGE ENTERPRISES,2025-06-12,PPR/HAR/26/00640,2025-06-23,0.0,11.0,≤15 days,2025-06
PO/HAR/26/00280,nan,2025-06-12,NAN,,0.0,,No Receipt,NaT
PO/HAR/26/00281,nan,2025-06-17,NAN,,0.0,,No Receipt,NaT
PO/HAR/26/00282,D.R.POLYMERS PVT.LTD.,2025-07-01,PPR/HAR/26/00770,2025-07-07,0.0,6.0,≤15 days,2025-07
PO/HAR/26/00283,URVI PLASTIC INDUSTRIES - HD,2025-07-01,PPR/HAR/26/00639,2025-06-21,0.0,-10.0,No Receipt,2025-06
PO/HAR/26/00284,D.R.POLYMERS PVT.LTD.,2025-08-01,PPR/HAR/26/01069,2025-08-17,0.0,16.0,>15 days,2025-08
PO/HAR/26/00285,SIDDHISAI INDUSTRIES,2025-06-18,NAN,,400.0,,No Receipt,NaT
PO/HAR/26/00286,TTR Enterprises,2025-06-18,PPR/HAR/26/00615,2025-06-25,0.0,7.0,≤15 days,2025-06
PO/HAR/26/00287,Zenith Spray & Aerosols (P) Ltd,2025-06-18,PPR/HAR/26/00641,2025-06-28,0.0,10.0,≤15 days,2025-06
PO/HAR/26/00288,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-06-18,NAN,,300.0,,No Receipt,NaT
PO/HAR/26/00289,Shiv Mahima Enterprises,2025-06-18,PPR/HAR/26/02728,2025-10-28,0.0,132.0,>15 days,2025-10
PO/HAR/26/00290,SBGI,2025-06-18,PPR/HAR/26/00674,2025-06-21,9.0,3.0,≤15 days,2025-06
PO/HAR/26/00291,TOTAL POLY PRINT PRIVATE LIMITED,2025-06-18,NAN,,120000.0,,No Receipt,NaT
PO/HAR/26/00292,VARAHI MATA ENTERPRISE,2025-06-18,PPR/HAR/26/00698,2025-07-01,0.0,13.0,≤15 days,2025-07
PO/HAR/26/00293,HIMALAYA POLYPLAST INDUSTRY,2025-06-18,PPR/HAR/26/00771,2025-07-07,0.0,19.0,>15 days,2025-07
PO/HAR/26/00294,KANKAI ENTERPRISES,2025-06-18,NAN,,10000.0,,No Receipt,NaT
PO/HAR/26/00295,SWAROOP CERAMIC,2025-06-18,PPR/HAR/26/00630,2025-06-28,0.0,10.0,≤15 days,2025-06
PO/HAR/26/00296,D.R.POLYMERS PVT.LTD.,2025-07-01,PPR/HAR/26/00769,2025-07-04,0.0,3.0,≤15 days,2025-07
PO/HAR/26/00297,Ramaya Packaging,2025-06-20,PPR/HAR/26/00785,2025-07-13,0.0,23.0,>15 days,2025-07
PO/HAR/26/00298,MIREN ENTERPRISE,2025-06-24,NAN,,250.0,,No Receipt,NaT
PO/HAR/26/00299,MIREN ENTERPRISE,2025-06-25,PPR/HAR/26/01012,2025-08-08,255.0,44.0,>15 days,2025-08
PO/HAR/26/00300,BNB ENTERPRISE,2025-06-25,PPR/HAR/26/00887,2025-08-04,0.0,40.0,>15 days,2025-08
PO/HAR/26/00301,Venus Industries,2025-06-25,PPR/HAR/26/00708,2025-07-02,60250.0,7.0,≤15 days,2025-07
PO/HAR/26/00302,Veda Excom Pvt Ltd,2025-06-25,PPR/HAR/26/00972,2025-08-06,3400.0,42.0,>15 days,2025-08
PO/HAR/26/00303,K.R.Industries,2025-06-25,NAN,,1000.0,,No Receipt,NaT
PO/HAR/26/00304,HITECH SCREWS and RIVETS,2025-06-25,PPR/HAR/26/00938,2025-08-06,0.4,42.0,>15 days,2025-08
PO/HAR/26/00305,SAI PRASAD ELECTRIC WORKS,2025-06-25,PPR/HAR/26/00870,2025-08-04,0.0,40.0,>15 days,2025-08
PO/HAR/26/00306,SIDDHISAI INDUSTRIES,2025-06-25,PPR/HAR/26/01317,2025-09-17,400.0,84.0,>15 days,2025-09
PO/HAR/26/00307,BRS ELECTRONICS,2025-06-25,PPR/HAR/26/00818,2025-07-31,15150.0,36.0,>15 days,2025-07
PO/HAR/26/00308,SHREE BALAJI PRINTERS,2025-06-25,PPR/HAR/26/01285,2025-09-12,20000.0,79.0,>15 days,2025-09
PO/HAR/26/00309,SRI MADHAV PACKERS,2025-06-25,PPR/HAR/26/00971,2025-08-06,66534.5,42.0,>15 days,2025-08
PO/HAR/26/00310,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-06-25,PPR/HAR/26/01025,2025-08-08,800.0,44.0,>15 days,2025-08
PO/HAR/26/00311,Dev Packaging,2025-06-25,PPR/HAR/26/00948,2025-08-06,23934.0,42.0,>15 days,2025-08
PO/HAR/26/00312,TOTAL POLY PRINT PRIVATE LIMITED,2025-06-25,PPR/HAR/26/01007,2025-08-08,300000.0,44.0,>15 days,2025-08
PO/HAR/26/00313,KANKAI ENTERPRISES,2025-06-25,PPR/HAR/26/00917,2025-08-04,0.0,40.0,>15 days,2025-08
PO/HAR/26/00314,ANMOL CORRUPACK PVT LTD,2025-06-25,PPR/HAR/26/00637,2025-06-28,0.0,3.0,≤15 days,2025-06
PO/HAR/26/00315,KHUSHAL FASTENERS,2025-06-25,PPR/HAR/26/00966,2025-08-06,450.0,42.0,>15 days,2025-08
PO/HAR/26/00316,MAHAVIR COMPUTER STATIONERY and XEROX,2025-06-27,PPR/HAR/26/00712,2025-07-04,0.0,7.0,≤15 days,2025-07
PO/HAR/26/00317,RAJAN ELETRICALS,2025-06-27,PPR/HAR/26/00694,2025-07-01,3000.0,4.0,≤15 days,2025-07
PO/HAR/26/00318,REPRO POLYTECH,2025-07-01,PPR/HAR/26/00776,2025-07-10,0.0,9.0,≤15 days,2025-07
PO/HAR/26/00319,SUNRISE POLYMER,2025-07-01,PPR/HAR/26/00781,2025-07-03,0.0,2.0,≤15 days,2025-07
PO/HAR/26/00320,PANKAJ POLYMERS,2025-07-01,PPR/HAR/26/00780,2025-07-02,0.0,1.0,≤15 days,2025-07
PO/HAR/26/00321,MIREN ENTERPRISE,2025-07-01,PPR/HAR/26/00885,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00322,NECTAR BRASS INDUSTRIES,2025-07-01,PPR/HAR/26/00886,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00323,Veda Excom Pvt Ltd,2025-07-01,PPR/HAR/26/00852,2025-08-03,0.0,33.0,>15 days,2025-08
PO/HAR/26/00324,BNB ENTERPRISE,2025-07-01,PPR/HAR/26/00889,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00325,VIMALNATH BRASS INDUSTRIES,2025-07-01,PPR/HAR/26/00872,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00326,P.P.ASSEMBLING,2025-07-01,PPR/HAR/26/00868,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00327,HITECH SCREWS and RIVETS,2025-07-01,PPR/HAR/26/01083,2025-08-18,0.0,48.0,>15 days,2025-08
PO/HAR/26/00328,RAJESHREE INDUSTRIES,2025-07-01,PPR/HAR/26/02765,2025-10-29,0.0,120.0,>15 days,2025-10
PO/HAR/26/00329,SIDDHISAI INDUSTRIES,2025-07-01,PPR/HAR/26/00904,2025-08-04,300.0,34.0,>15 days,2025-08
PO/HAR/26/00330,Jagdamba Industries,2025-07-01,PPR/HAR/26/00978,2025-08-07,446.0,37.0,>15 days,2025-08
PO/HAR/26/00331,DURGESH METAL FINISHING WORKS,2025-07-01,PPR/HAR/26/01074,2025-08-17,0.0,47.0,>15 days,2025-08
PO/HAR/26/00332,R S ENTERPRISES,2025-07-01,PPR/HAR/26/00969,2025-08-06,42657.0,36.0,>15 days,2025-08
PO/HAR/26/00333,BRS ELECTRONICS,2025-07-01,PPR/HAR/26/00816,2025-07-31,4700.0,30.0,>15 days,2025-07
PO/HAR/26/00334,PRAGATI ENTERPRISES,2025-07-01,PPR/HAR/26/01011,2025-08-08,0.0,38.0,>15 days,2025-08
PO/HAR/26/00335,KGK JET INDIA PRIVATE LIMITED,2025-07-01,PPR/HAR/26/00778,2025-07-11,0.0,10.0,≤15 days,2025-07
PO/HAR/26/00336,G.KHANNA and CO.,2025-07-01,PPR/HAR/26/01204,2025-08-31,0.0,61.0,>15 days,2025-08
PO/HAR/26/00337,ELIXIR ENGG & ELECTRICAL INDUSTRIES,2025-07-01,NAN,,4500.0,,No Receipt,NaT
PO/HAR/26/00338,TIRUPATI SALES CORPORATION,2025-07-01,PPR/HAR/26/00824,2025-07-31,0.0,30.0,>15 days,2025-07
PO/HAR/26/00339,TTR Enterprises,2025-07-01,PPR/HAR/26/00779,2025-07-02,0.0,1.0,≤15 days,2025-07
PO/HAR/26/00340,RAJAN ELETRICALS,2025-07-01,PPR/HAR/26/00841,2025-08-02,4800.0,32.0,>15 days,2025-08
PO/HAR/26/00341,Wirecom India Pvt. Ltd,2025-07-01,PPR/HAR/26/00974,2025-08-06,0.0,36.0,>15 days,2025-08
PO/HAR/26/00342,LALIT ENTERPRISES,2025-07-01,PPR/HAR/26/00975,2025-08-06,0.0,36.0,>15 days,2025-08
PO/HAR/26/00343,Acer Industries,2025-07-01,PPR/HAR/26/00953,2025-08-06,0.0,36.0,>15 days,2025-08
PO/HAR/26/00344,PAARTH INDUSTRIES,2025-07-01,PPR/HAR/26/00858,2025-08-03,3000.0,33.0,>15 days,2025-08
PO/HAR/26/00345,G R INDUSTRIES,2025-07-01,PPR/HAR/26/00864,2025-08-03,0.0,33.0,>15 days,2025-08
PO/HAR/26/00346,C.KOTHARI & CO.,2025-07-01,PPR/HAR/26/00869,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00347,PLATINUM INDUSTRIES,2025-07-01,PPR/HAR/26/00943,2025-08-06,5800.0,36.0,>15 days,2025-08
PO/HAR/26/00348,PW PRINTWAYS INDIA PRIVATE LIMITED,2025-07-01,PPR/HAR/26/01024,2025-08-08,22500.0,38.0,>15 days,2025-08
PO/HAR/26/00349,Kuloday Compu Forms,2025-07-01,PPR/HAR/26/00786,2025-07-13,0.0,12.0,≤15 days,2025-07
PO/HAR/26/00350,SHREE BALAJI PRINTERS,2025-07-01,PPR/HAR/26/00865,2025-08-03,100000.0,33.0,>15 days,2025-08
PO/HAR/26/00351,KANKAI ENTERPRISES,2025-07-01,PPR/HAR/26/00915,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00352,Shiv Mahima Enterprises,2025-07-01,PPR/HAR/26/02832,2025-10-30,900.0,121.0,>15 days,2025-10
PO/HAR/26/00353,Dev Packaging,2025-07-01,PPR/HAR/26/00949,2025-08-06,0.0,36.0,>15 days,2025-08
PO/HAR/26/00354,SRI MADHAV PACKERS,2025-07-01,NAN,,30000.0,,No Receipt,NaT
PO/HAR/26/00355,SBGI,2025-07-01,PPR/HAR/26/01739,2025-09-30,251.0,91.0,>15 days,2025-09
PO/HAR/26/00356,TOTAL POLY PRINT PRIVATE LIMITED,2025-07-01,PPR/HAR/26/01006,2025-08-08,182700.0,38.0,>15 days,2025-08
PO/HAR/26/00357,VENUS COLOURANTS,2025-07-01,PPR/HAR/26/00784,2025-07-13,0.0,12.0,≤15 days,2025-07
PO/HAR/26/00358,VARAHI MATA ENTERPRISE,2025-07-01,PPR/HAR/26/00867,2025-08-04,0.0,34.0,>15 days,2025-08
PO/HAR/26/00359,SULOCHANA ORGANIC (P) LTD,2025-07-01,PPR/HAR/26/00820,2025-07-31,1175.0,30.0,>15 days,2025-07
PO/HAR/26/00360,RAJIV PLASTICS INDUSTRIES,2025-07-01,PPR/HAR/26/00782,2025-07-15,0.0,14.0,≤15 days,2025-07
PO/HAR/26/00361,RUPAL PLASTICS PVT LTD,2025-07-01,PPR/HAR/26/00777,2025-07-10,0.0,9.0,≤15 days,2025-07
PO/HAR/26/00362,KHUSHAL FASTENERS,2025-07-01,PPR/HAR/26/00941,2025-08-06,1169.0,36.0,>15 days,2025-08
PO/HAR/26/00363,Venus Industries,2025-07-01,PPR/HAR/26/00963,2025-08-06,875.0,36.0,>15 days,2025-08
PO/HAR/26/00364,Angel Brass Industries,2025-07-01,PPR/HAR/26/00964,2025-08-06,0.0,36.0,>15 days,2025-08
PO/HAR/26/00365,Shree Ganesh Engineering Works,2025-07-01,PPR/HAR/26/01129,2025-08-28,1690.0,58.0,>15 days,2025-08
